sample_id,source_hessian_file,sample_key,method_id,method_display_name,category,level_of_theory,atom_count,formula,mapped_nonisomeric_smiles,charge,spin,energy,hessian_shape,hessian_4d_shape,reference_hessian_shape,file_size_bytes,sha256,path,original_path
294,hessian_0.h5,01443f4363cf51af9ba0b1b0d0d5b34b,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,48,C20H24N4,[C:1]([c:2]1[c:3]([H:6])[c:5]([C:7]([H:43])([H:44])[H:45])[c:8]2[n:9][c:11]3[n:12]([H:15])[n:14][c:16]([C:17]([H:46])([H:47])[H:48])[c:13]3[c:18]([C:19]([N:20]3[C:23]4([H:27])[C:25]([H:29])([H:30])[C:28]([H:31])([H:32])[C:24]3([H:34])[C:33]([H:35])([H:36])[C:26]4([H:37])[H:38])([H:21])[H:22])[c:10]2[c:4]1[H:39])([H:40])([H:41])[H:42],0,0,-996.323127683181,144x144,,144x144,348520,fe0d5bf13c1d5d426432abff58abcbde31b9be50ebbc1210fbffab40329086dc,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_00294.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_294_orca_wb97m_d4_def2_qzvppd.h5
316,hessian_0.h5,015c245aa8b8526dae04e673589ee870,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,12,C6H2BrFN2,[N:1]#[C:2][c:3]1[n:4][c:5]([H:11])[c:6]([F:7])[c:8]([H:12])[c:9]1[Br:10],0,0,-3013.682135554871,36x36,,36x36,35208,460c6b32e95069b5a099f01e2615ccff047245ef9a36f3071b239b1af785f749,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_00316.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_316_orca_wb97m_d4_def2_qzvppd.h5
318,hessian_0.h5,0161ee3eb9e055af86a452a5baa943e6,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,12,C3H5N3S,[H:1][C:2]([S:3][c:6]1[n:7][n:10]([H:12])[c:9]([H:11])[n:8]1)([H:4])[H:5],0,0,-680.03868332223,36x36,,36x36,35208,40bbe9da2764550ae883a26a2200d3a1fc89e4cf6039ff0b20cd1496a1373aac,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_00318.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_318_orca_wb97m_d4_def2_qzvppd.h5
1229,hessian_0.h5,051f9404b7905362a28d016c604c7174,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,10,CH4FNO2Si,[C:1](=[O:2])([N:3]([Si:4]([H:8])([H:9])[H:10])[H:7])[O:5][F:6],0,0,-635.264257709259,30x30,,30x30,28872,7c0a5904780c70a3666b7a0d62128d2fc4aed253d0a6f97ae8137ba9b5fe7b97,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_01229.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_1229_orca_wb97m_d4_def2_qzvppd.h5
2850,hessian_0.h5,0bbb65ff0c9a5660939073b37678d16b,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,8,C2H4S2,[C:1]1([H:5])([H:6])[S:2][C:3]([H:7])([H:8])[S:4]1,0,0,-875.173869764857,24x24,,24x24,23688,b29ce0f2532d8a5459639bb3b54a1ca8318eff36c61a72866348e9e64e3a252b,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_02850.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_2850_orca_wb97m_d4_def2_qzvppd.h5
3155,hessian_0.h5,0cfb1ff13ab75b41bcdb1c082b31ee49,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,10,CH5NO2S,[N:1]([S+:2]([O-:5])[O:6][C:7]([H:8])([H:9])[H:10])([H:3])[H:4],0,0,-644.724150034175,30x30,,30x30,28872,a0be13629c141564ae43e9c7e7cfa6a4c2b3553ebe97e151bbd46238255955f0,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_03155.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_3155_orca_wb97m_d4_def2_qzvppd.h5
3860,hessian_0.h5,0fea7dc174005204b18f47830ca20905,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,5,H4Si,[Si:1]([H:2])([H:3])([H:4])[H:5],0,0,-291.933447278318,15x15,,15x15,18320,6681eb0db9528de17a46cf83c31f2c7497668f1235b04be690e11a19687f9926,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_03860.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_3860_orca_wb97m_d4_def2_qzvppd.h5
5335,hessian_0.h5,15e18b7f4a4d592892ed379d9f90bbd3,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,7,C2H4Si,[C:1]([Si:2]#[C:3][H:7])([H:4])([H:5])[H:6],0,0,-368.0829969019,21x21,,21x21,21528,0c4658c117efb44fd303a69b8cb7d2c90b232d8a769ab839c5b1f4dcdd5869c2,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_05335.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_5335_orca_wb97m_d4_def2_qzvppd.h5
5921,hessian_0.h5,185bc79c6e68556ca08c284b98992d0e,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,6,BF3O2,[B:1]([O:2][F:3])([O:4][F:5])[F:6],0,0,-475.039489850607,18x18,,18x18,19656,8ff35a4e1cc87c958f410e8c7b6ef1295600aadc60d71a1df51d94a872f27eee,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_05921.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_5921_orca_wb97m_d4_def2_qzvppd.h5
9719,hessian_0.h5,280e16f57201518dba1c8e795b01b191,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,5,H2Cl2Si,[H:1][Si:2]([H:3])([Cl:4])[Cl:5],0,0,-1211.406783094264,15x15,,15x15,18320,4fed0ab6cd64ca2d718620478e3b628aaf627dec632cd68c9bf25a8837b32c4a,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_09719.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_9719_orca_wb97m_d4_def2_qzvppd.h5
47783,hessian_0.h5,c5fbf1f07e8c5eb1934fdd4cfc6b0b05,orca_wb97m_d4_def2_qzvppd,ORCA wB97M-D4/def2-QZVPPD,dft,wB97M-D4/def2-QZVPPD analytic Hessians with RIJCOSX,3,B2S,[B:1]1=[B:2][S:3]1,0,0,-447.861081025504,9x9,,9x9,13648,404a33bb9430de6679d5ddb0b633550c12214959ec99d63e5b019792fe0299f7,hessians/orca/wb97m_d4_def2_qzvppd/hessian_0_sample_47783.h5,results/hessians/orca_wb97m_d4_def2_qzvppd/hessian_0_sample_47783_orca_wb97m_d4_def2_qzvppd.h5
0,hessian_0.h5,0001501ab3b953a8867580f1af25aa7f,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,35,C14H18O3,[H:1][C:2]([C:3]1([O:6][H:9])[C:7]2([H:12])[C:10]([H:13])([H:14])[C:11]2([H:16])[C:15]2([H:17])[C:8]1([H:32])[C:29]([H:30])([H:31])[C:24]1=[C:27]([C:28]([H:33])([H:34])[H:35])[C:25](=[O:26])[O:23][C:20]1([H:22])[C:18]2([H:19])[H:21])([H:4])[H:5],0,0,-770.503390490785,105x105,,105x105,192888,a51cbbb639e36c865e4509eac6dc7c8bab74fe1c34fc6e14d051c4aa440b4b46,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00000.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_0_orca_wb97m_d4_def2_tzvpd.h5
2,hessian_0.h5,000301aa620a5234893f44c40cb693e4,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,45,C23H22,[C:1]([c:2]1[c:3]([H:6])[c:5]2[c:7]([c:9]([H:11])[c:4]1[C:12]([H:43])([H:44])[H:45])[C:10]([c:13]1[c:16]([H:19])[c:18]([H:21])[c:20]([H:23])[c:22]([H:24])[c:17]1[H:25])([c:14]1[c:26]([H:29])[c:28]([H:31])[c:30]([H:33])[c:32]([H:34])[c:27]1[H:35])[C:15]([H:36])([H:37])[C:8]2([H:38])[H:39])([H:40])([H:41])[H:42],0,0,-890.321538183691,135x135,,135x135,308200,f3e6ef02f3a43bd4873c7c2e7d4d6b54649c3cf5103eecc9dc963118ff9dc025,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00002.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_2_orca_wb97m_d4_def2_tzvpd.h5
4,hessian_0.h5,00041d43a3845e7ebd4956ae7cd60d92,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,40,C17H19N3O,[C:1]([c:2]1[c:3]([H:5])[c:6]([H:7])[c:8]([C:9]([O:11][c:14]2[n:15][c:17]3[c:18]([c:20]([H:22])[c:16]2[C:23]([H:32])([H:33])[H:34])[c:21]([C:24]([H:35])([H:36])[H:37])[n:25][n:19]3[C:26]([H:38])([H:39])[H:40])([H:12])[H:13])[c:10]([H:27])[c:4]1[H:28])([H:29])([H:30])[H:31],0,0,-899.344283183639,120x120,,120x120,246888,d82aaf86f6861109032287f72d7c80bfda36e22c5c976f3e70787cecf9342331,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00004.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_4_orca_wb97m_d4_def2_tzvpd.h5
11,hessian_0.h5,000a87a04e015bbba8711c2502c9e1a0,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,28,C11H13NO3,[H:1][C:2]([O:3][C:6](=[O:7])[C:8]1([H:9])[C:10]([H:12])([H:13])[N:14]([C:15]([H:26])([H:27])[H:28])[c:16]2[c:17]([H:19])[c:20]([H:21])[c:22]([H:23])[c:24]([H:25])[c:18]2[O:11]1)([H:4])[H:5],0,0,-707.886643867073,84x84,,84x84,129384,077017a16fa15603f7f78a1855abbb9caab9f270d52d85bd4b19f4a0a2e7536f,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00011.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_11_orca_wb97m_d4_def2_tzvpd.h5
12,hessian_0.h5,000c3b6bdc0155b4823db844e4a5f1ad,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,28,C13H12N2O,[N:1]([C:2]([c:5]1[c:8]([H:10])[c:11]2[c:12]([o:9]1)[c:14]([C:15]([H:26])([H:27])[H:28])[n:16][c:17]1[c:13]2[c:24]([H:25])[c:22]([H:23])[c:20]([H:21])[c:18]1[H:19])([H:6])[H:7])([H:3])[H:4],0,0,-687.809136722823,84x84,,84x84,129384,9b1d5102194c5d3911680b3f2cee32a05338ae5e9e54ac42973b76f471a83a48,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00012.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_12_orca_wb97m_d4_def2_tzvpd.h5
13,hessian_0.h5,000cb64ff09c50c0a35a64e60b143a08,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,44,C20H21N3,[C:1]([c:2]1[c:3]([H:5])[c:6]([H:7])[c:8]2[c:9]([c:4]1[H:35])[c:13]1[c:25]([N:26]([C:27]([C:29]([H:32])([H:33])[H:34])([H:30])[H:31])[H:28])[c:16]3[c:14]([n:12]([C:15]([H:39])([H:40])[H:41])[c:11]-1[n:10]2)[c:17]([H:18])[c:19]([H:20])[c:21]([C:22]([H:42])([H:43])[H:44])[c:23]3[H:24])([H:36])([H:37])[H:38],0,0,-939.695579701811,132x132,,132x132,295336,ae288b8e3daff09c5465669d6c4ae7caf985629d8e300fa2597127cc3215c789,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00013.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_13_orca_wb97m_d4_def2_tzvpd.h5
16,hessian_0.h5,000fd7eca6e55443802738cca9447985,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,25,C10H11ClFNO,[C:1]([N:2]([C:3](=[O:5])[C:6]([c:7]1[c:10]([H:12])[c:13]([H:14])[c:15]([F:16])[c:17]([Cl:18])[c:11]1[H:19])([H:8])[H:9])[C:4]([H:23])([H:24])[H:25])([H:20])([H:21])[H:22],0,0,-1078.184936307072,75x75,,75x75,104472,ba9a73c25077af1757f735b8cff693b6e73759095f0bb32e359d4fb748c529c7,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00016.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_16_orca_wb97m_d4_def2_tzvpd.h5
17,hessian_0.h5,00107f88280550e8a7adb58be50ed228,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,36,C16H13F2NO2S2,[O:1]=[S:2](=[O:3])([C:4]([H:34])([H:35])[H:36])[N:5]([C:6]([c:8]1[c:11]([H:13])[c:14]([H:15])[c:16]([F:17])[c:18]([F:19])[c:12]1[H:20])([H:9])[H:10])[c:7]1[c:21]([H:23])[c:24]2[c:25]([H:27])[c:28]([H:29])[c:30]([H:31])[c:32]([H:33])[c:26]2[s:22]1,0,0,-1819.586701115748,108x108,,108x108,203112,95f8d4b713da7f2e3f927f175adbb4992c8dc574f315d3b474865c79081800e3,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00017.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_17_orca_wb97m_d4_def2_tzvpd.h5
19,hessian_0.h5,0013dfcee51059e7bbb6105555f70186,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,42,C15H22N4O,[C:1]([C:2](=[C:3]([C:4](=[O:5])[N:6]1[C:7]([H:26])([H:27])[C:8]([H:28])([H:29])[N:9]([c:10]2[n:11][c:12]([C:13]([H:30])([H:31])[H:32])[n:14][c:15]([C:16]([H:33])([H:34])[H:35])[c:17]2[C:18]([H:36])([H:37])[H:38])[C:19]([H:39])([H:40])[C:20]1([H:41])[H:42])[H:25])[H:24])([H:21])([H:22])[H:23],0,0,-879.675961011917,126x126,,126x126,270504,684f67129afb863133097492190e8321823932194c8e897a5df5bda986a3cfdd,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00019.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_19_orca_wb97m_d4_def2_tzvpd.h5
25,hessian_0.h5,001be61866c65885aa4f0af4ec1bb4bd,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,26,C11H13NO,[C:1](=[C:2]([C:5](=[O:7])[N:8]([C:9]([H:11])([H:12])[H:13])[c:10]1[c:14]([H:16])[c:17]([H:18])[c:19]([H:20])[c:21]([H:22])[c:15]1[C:23]([H:24])([H:25])[H:26])[H:6])([H:3])[H:4],0,0,-557.331893216176,78x78,,78x78,111816,47ea5f23dc078182cd231bf3e27b8177af032b3a968f37cbc719a3ba7b1156b6,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00025.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_25_orca_wb97m_d4_def2_tzvpd.h5
26,hessian_0.h5,001c62a118f7533b8c59b976f9c7d3d2,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,20,C6H8N6,[C:1]([c:2]1[n:3][c:4]([N:5]([H:16])[H:17])[n:6][c:7]2[n:8][n:9][n:10]([C:11]([H:18])([H:19])[H:20])[c:12]12)([H:13])([H:14])[H:15],0,0,-562.331763535601,60x60,,60x60,72072,0f440c87ad35066ebd0ca6c4f0f538697a105a2cc3cbed823f61cb97b0ef19d6,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00026.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_26_orca_wb97m_d4_def2_tzvpd.h5
27,hessian_0.h5,001d1c065d31514eba015eb557376d4b,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,30,C9H15N3O2Si,[C:1]([C:2](=[O:3])[c:4]1[n:5][c:6]([O:11][Si:12]([C:13]([H:22])([H:23])[H:24])([C:14]([H:25])([H:26])[H:27])[C:15]([H:28])([H:29])[H:30])[n:7][c:8]([H:19])[c:9]1[N:10]([H:20])[H:21])([H:16])([H:17])[H:18],0,0,-956.790236433426,90x90,,90x90,146088,8e99f1fd38b53e547f58c4b95227470b93537cb9b101dd0e12812ed2a8e512fb,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00027.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_27_orca_wb97m_d4_def2_tzvpd.h5
29,hessian_0.h5,002124d934285e469369dde8b01bf6e5,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,44,C12H26ClOPSSi2,[C:1]([C:2](=[C:3]=[C:4]([O:5][C:6]([H:23])([H:24])[H:25])[P:7](=[S:8])([C:9]([Si:10]([C:11]([H:27])([H:28])[H:29])([C:12]([H:30])([H:31])[H:32])[C:13]([H:33])([H:34])[H:35])([Si:14]([C:15]([H:36])([H:37])[H:38])([C:16]([H:39])([H:40])[H:41])[C:17]([H:42])([H:43])[H:44])[H:26])[Cl:18])[H:22])([H:19])([H:20])[H:21],0,0,-2327.618256186254,132x132,,132x132,295336,15ec5892b812abc9c6aeb5e89e9fe8fac13b73c67f116d049e775e5ce14cd3cc,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00029.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_29_orca_wb97m_d4_def2_tzvpd.h5
31,hessian_0.h5,0022893bf54c5d69b2f96b3cf91b343d,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,22,C6H13FNO,[C:1]([N+:2]1([H:13])[C:3]([H:14])([H:15])[C:4]([H:16])([H:17])[C:5]([F:6])([H:18])[C:7]([O:8][H:20])([H:19])[C:9]1([H:21])[H:22])([H:10])([H:11])[H:12],1,0,-466.347865139841,66x66,,66x66,84168,8ec2d015a5436c3e94c42103aade553ea2162c5ef55b312750957ac074708f92,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00031.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_31_orca_wb97m_d4_def2_tzvpd.h5
33,hessian_0.h5,002507cb64815682913f76bbf13e90a1,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,24,C12H10N2,[C:1]([c:2]1[c:3]([H:18])[n:4][c:5]2[c:6]([H:19])[c:7]([H:20])[c:8]([H:21])[c:9]([C:10]#[N:11])[c:12]2[c:13]1[C:14]([H:22])([H:23])[H:24])([H:15])([H:16])[H:17],0,0,-573.190254614245,72x72,,72x72,97416,e11ec372c93ce048be31507b5f510956a07bbe214e3fa43cd9563fe79dbef9be,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00033.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_33_orca_wb97m_d4_def2_tzvpd.h5
35,hessian_0.h5,0028723809a658a1932e24a9e8e0475b,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,15,C7H6BN,[b:1]1[c:2]([C:7]#[C:8][C:9]([H:13])([H:14])[H:15])[c:3]([H:10])[n:4][c:5]([H:11])[c:6]1[H:12],0,0,-350.072477400016,45x45,,45x45,46872,9dc14cab3d87314798ff21d9e33b0e41d4148420dbc7efa33e5bb4c743b07869,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00035.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_35_orca_wb97m_d4_def2_tzvpd.h5
37,hessian_0.h5,002ca27674e05dd2aea09939e2ea55e1,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,20,C9H7ClN2S,[Cl:1][c:2]1[n:3][c:5]([C:6]([c:8]2[c:11]([H:14])[c:13]([H:16])[c:15]([H:18])[c:17]([H:19])[c:12]2[H:20])([H:9])[H:10])[n:7][s:4]1,0,0,-1315.506259849983,60x60,,60x60,72072,101554d31ef0306f451bebea30277a9b55b1238fc8254eb76686cfb81d4364eb,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00037.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_37_orca_wb97m_d4_def2_tzvpd.h5
38,hessian_0.h5,002d2c5b7dd55a838046bf935d51781e,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,32,C10H13BrN2O4S2,[O:1]=[S:2](=[O:3])([N:4]([S:6](=[O:8])(=[O:9])[N:10]1[C:11]([H:13])([H:14])[C:15]([H:16])([H:17])[c:18]2[c:19]([H:21])[c:22]([H:23])[c:24]([Br:25])[c:26]([H:27])[c:20]2[C:12]1([H:28])[H:29])[H:7])[C:5]([H:30])([H:31])[H:32],0,0,-4170.480873625451,96x96,,96x96,163944,4fc717d1fdffe1bfa489457ea65d861ca8d7b6d65dbc968da98479028d30a08a,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00038.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_38_orca_wb97m_d4_def2_tzvpd.h5
39,hessian_0.h5,002de88834ca5a90aa95a1c807d9c3a7,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,24,C10H9ClN2O2,[C:1]([O:2][C:3](=[O:4])[n:5]1[n:6][c:8]([C:9]([H:22])([H:23])[H:24])[c:10]2[c:7]1[c:16]([H:18])[c:15]([H:17])[c:12]([Cl:14])[c:11]2[H:13])([H:19])([H:20])[H:21],0,0,-1107.145569305886,72x72,,72x72,97416,2cf491b4c649732f1535162ff8b891190b67b59a4f071d1c5dfb1971f24a0b73,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00039.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_39_orca_wb97m_d4_def2_tzvpd.h5
40,hessian_0.h5,002e7c0f265359448bd1cd69afe866a2,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,34,C15H14ClN3O,[O:1]=[c:2]1[c:3]([Cl:5])[c:6]([C:7]([H:29])([H:30])[H:31])[n:8]([H:9])[c:10]2[n:4]1[n:15][c:13]([C:14]([c:16]1[c:19]([H:21])[c:22]([H:23])[c:24]([H:25])[c:26]([H:27])[c:20]1[H:28])([H:17])[H:18])[c:11]2[C:12]([H:32])([H:33])[H:34],0,0,-1280.333336880979,102x102,,102x102,182952,dc24a9d4627207b776771c7591cc785385078e20edec4fe59ffc1c98d005a0f8,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00040.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_40_orca_wb97m_d4_def2_tzvpd.h5
56,hessian_0.h5,003a984206be5840b2277c37bfcedc59,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,15,C5H8F2,[C:1]([C:2]1([H:11])[C:3]([C:4]([H:13])([H:14])[H:15])([H:12])[C:5]1([F:6])[F:7])([H:8])([H:9])[H:10],0,0,-395.250139473015,45x45,,45x45,46872,24953956698b07955bd88f70945ea9fad0ebebf46d8750087f008641bca532e3,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00056.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_56_orca_wb97m_d4_def2_tzvpd.h5
59,hessian_0.h5,003e75abc0425c64969d7bd698e6456e,orca_wb97m_d4_def2_tzvpd,ORCA wB97M-D4/def2-TZVPD,dft,wB97M-D4/def2-TZVPD analytic Hessians with RIJCOSX,46,C19H25BrO,[C:1]([O:2][C:3]1([H:25])[C:4]([H:26])([H:27])[C:5]2([H:28])[C:6]([H:29])([H:30])[C:7]([Br:8])([H:31])[C:9]([H:32])([H:33])[C:10]2([H:34])[C:11]2([H:35])[C:12]([H:36])([H:37])[C:13]([H:38])([H:39])[c:14]3[c:15]([H:40])[c:16]([C:17]([H:41])([H:42])[H:43])[c:18]([H:44])[c:19]([H:45])[c:20]3[C:21]12[H:46])([H:22])([H:23])[H:24],0,0,-3389.021395973487,138x138,,138x138,321352,e7cf6adfb26f9b7b92b53f846b74082eed6fcc58337ec16fdcae8913fcfec747,hessians/orca/wb97m_d4_def2_tzvpd/hessian_0_sample_00059.h5,results/hessians/orca_wb97m_d4_def2_tzvpd/hessian_0_sample_59_orca_wb97m_d4_def2_tzvpd.h5
